effect_id,study_id,study_cluster_id,doi,taxon,route,trait_role,trait_class,outcome_class,design_class,effect_input_type,effect_metric,effect_value,standard_error,n_treatment,n_control,mean_treatment,sd_treatment,mean_control,sd_control,event_treatment,non_event_treatment,event_control,non_event_control,correlation_r,n_total,effect_orientation,is_primary_effect,analysis_status,source_basis,source_locator,extraction_note
LGP_Caballeroetal_2013,Caballeroetal_2013,Caballeroetal_2013,,Tristerix_aphyllus,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.09709245997,0.1760991375,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=25;27; synthesis_doi=10.1002/ecy.70036; primary_study_label=Caballeroetal_2013,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Cuevas&Guerrero_2016,Cuevas&Guerrero_2016,Cuevas&Guerrero_2016,,Salvia_gesnerifolia,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,1.098612289,0.3318724059,7,7,,,,,,,,,,14,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=56; synthesis_doi=10.1002/ecy.70036; primary_study_label=Cuevas&Guerrero_2016,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Dengetal_2015,Dengetal_2015,Dengetal_2015,,Alpinia_roxburghii,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.4119760648,0.3051999031,50.66666667,50.66666667,,,,,,,,,,101.3333333,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=262;66;67; synthesis_doi=10.1002/ecy.70036; primary_study_label=Dengetal_2015,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,,Pitcairnia_augustifolia,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-1.111828917,0.07850799602,5,5,,,,,,,,,,10,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=77;78; synthesis_doi=10.1002/ecy.70036; primary_study_label=Fumero-Caban&Melendez-Ackerman_2013,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,,Oreocallis_grandiflora,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.7025369209,0.8279159008,10,10,,,,,,,,,,20,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=96; synthesis_doi=10.1002/ecy.70036; primary_study_label=Hazlehurst&Karubian_2016,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Heillingetal_2018,Heillingetal_2018,Heillingetal_2018,,Corydalis_caseana,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.3085859067,0.4715244584,77,77,,,,,,,,,,154,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=97;98;99; synthesis_doi=10.1002/ecy.70036; primary_study_label=Heillingetal_2018,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Irwin&Brody2000,Irwin&Brody2000,Irwin&Brody2000,,Ipomopis_aggregata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.2646925542,0.02619850662,32,32,,,,,,,,,,64,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=105; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwin&Brody2000,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Lara&Ornelas_2001,Lara&Ornelas_2001,Lara&Ornelas_2001,,Moussonia_deppeana,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.2231435513,0.04196434102,10,10,,,,,,,,,,20,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=112; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lara&Ornelas_2001,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Lietal_2021,Lietal_2021,Lietal_2021,,Impatiens_oxyanthera,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.9903793387,0.1773818999,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=116;117; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lietal_2021,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Mackinetal_2021,Mackinetal_2021,Mackinetal_2021,,Digitalis_purpurea,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.1712957773,0.1080484509,1054.4,1072.4,,,,,,,,,,2126.8,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=120;121;123;124;125; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mackinetal_2021,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 5 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Mallof_2001,Mallof_2001,Mallof_2001,,Corydalis_caseana,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.4212134651,0.02499649653,40,35,,,,,,,,,,75,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=258; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mallof_2001,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Mayeretal_2014,Mayeretal_2014,Mayeretal_2014,,Aconitum_napellus,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.1149598683,0.4380171677,15.71428571,15.71428571,,,,,,,,,,31.42857143,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=127;128;129;130;132;133;134; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mayeretal_2014,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 7 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Milet-Pinheiro&Schlindwein_2009,Milet-Pinheiro&Schlindwein_2009,Milet-Pinheiro&Schlindwein_2009,,Jacaranda_rugosa,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.8846853925,0.0970877208,62,62,,,,,,,,,,124,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=137; synthesis_doi=10.1002/ecy.70036; primary_study_label=Milet-Pinheiro&Schlindwein_2009,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Missagia&Alves2017,Missagia&Alves2017,Missagia&Alves2017,,Heliconia_spathocircinata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-1.421573349,0.6179380836,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=138;139;140; synthesis_doi=10.1002/ecy.70036; primary_study_label=Missagia&Alves2017,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Richmanetal_2018,Richmanetal_2018,Richmanetal_2018,,Ipomopis_aggregata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.296781,0.2095106728,25,25,,,,,,,,,,50,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=159;160;162;164; synthesis_doi=10.1002/ecy.70036; primary_study_label=Richmanetal_2018,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Singhetal_2014,Singhetal_2014,Singhetal_2014,,Tecomella_undulata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.4221978082,0.08290735629,40,40,,,,,,,,,,80,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=174;176;177; synthesis_doi=10.1002/ecy.70036; primary_study_label=Singhetal_2014,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Takedaetal_2021,Takedaetal_2021,Takedaetal_2021,,Codonopsis_lanceolata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.1302532435,0.2419351564,84.5,26,,,,,,,,,,110.5,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=179;180; synthesis_doi=10.1002/ecy.70036; primary_study_label=Takedaetal_2021,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Yeetal_2017,Yeetal_2017,Yeetal_2017,,Salvia_przewalskii,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.3814100735,0.3082263209,6.5,6.5,,,,,,,,,,13,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=200;201; synthesis_doi=10.1002/ecy.70036; primary_study_label=Yeetal_2017,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Zhangetal_2009b,Zhangetal_2009b,Zhangetal_2009b,,Glechoma_longituba,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.1002548633,0.2099243564,5,5,,,,,,,,,,10,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=202;203;204;205;206;208; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal_2009b,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 6 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Zhangetal_2010a,Zhangetal_2010a,Zhangetal_2010a,,Glechoma_longituba,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-1.404012168,0.1600851663,4,4,,,,,,,,,,8,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=209;210; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal_2010a,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Zhangetal_2014,Zhangetal_2014,Zhangetal_2014,,Corydalis_ambigua,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-1.217904517,0.3249377392,120,120,,,,,,,,,,240,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=219;220;222;223; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal_2014,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGP_Zimmerman&Cook_1985,Zimmerman&Cook_1985,Zimmerman&Cook_1985,,Impatiens_capensis,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.3502024294,0.1000733898,60,86,,,,,,,,,,146,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=238; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zimmerman&Cook_1985,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Arizmendieetal1996,Arizmendieetal1996,Arizmendieetal1996,,multiple_species:2,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,0.1264649008,0.07421447948,10,10,,,,,,,,,,20,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=6;7; synthesis_doi=10.1002/ecy.70036; primary_study_label=Arizmendieetal1996,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Caballeroetal_2013,Caballeroetal_2013,Caballeroetal_2013,,Tristerix_aphyllus,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.08384797248,0.0322165626,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=26; synthesis_doi=10.1002/ecy.70036; primary_study_label=Caballeroetal_2013,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Castroetal_2008,Castroetal_2008,Castroetal_2008,,Polygala_vayredae,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,0.3483406167,0.1916962419,20,95,,,,,,,,,,115,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=35;36; synthesis_doi=10.1002/ecy.70036; primary_study_label=Castroetal_2008,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Colwell_1995,Colwell_1995,Colwell_1995,,Hamelia_patens,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.5203043677,0.1827546642,18,18,,,,,,,,,,36,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=37; synthesis_doi=10.1002/ecy.70036; primary_study_label=Colwell_1995,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Cruzetal_2007,Cruzetal_2007,Cruzetal_2007,,multiple_species:2,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.263275949,0.2478453218,22.5,14.5,,,,,,,,,,37,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=38;39;40;41; synthesis_doi=10.1002/ecy.70036; primary_study_label=Cruzetal_2007,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Cuevas&Guerrero_2016,Cuevas&Guerrero_2016,Cuevas&Guerrero_2016,,Salvia_gesnerifolia,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.784507043,0.06881869281,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=52;53;54;55; synthesis_doi=10.1002/ecy.70036; primary_study_label=Cuevas&Guerrero_2016,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
